date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:03:29	228249/228249	---M-Z	200	added ('OK')	text/html	etag:%2237b99-6655a0e4-60c0599bd41d1076;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-badge.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-badge.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:29	233769/233769	---M-Z	200	added ('OK')	text/html	etag:%2239129-6655a0e4-476cfda2302beabe;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-accordian.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-accordian.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:30	296991/296991	---M-Z	200	added ('OK')	text/html	etag:%224881f-6655a0e4-39cad857def0d267;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-buttons.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-buttons.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:33	320352/320352	---M-Z	200	added ('OK')	text/html	etag:%224e360-6655a0e4-f1d0003670201a68;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-dropdowns.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-dropdowns.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:33	262531/262531	---M-Z	200	added ('OK')	text/html	etag:%2240183-6655a0e4-d31f876c13a4f05b;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-tab.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-tab.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:42	352354/352354	---M-Z	200	added ('OK')	text/html	etag:%2256062-6655a0e4-5c89c93f42395e8b;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-modals.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-modals.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:52	224943/224943	---M-Z	200	added ('OK')	text/html	etag:%2236eaf-6655a0e4-9b957f40b6bd1a5;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-tooltip-popover.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-tooltip-popover.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:54	228066/228066	---M-Z	200	added ('OK')	text/html	etag:%2237ae2-6655a0e4-7a108d460afb72dc;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-progressbar.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-progressbar.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:54	230532/230532	---M-Z	200	added ('OK')	text/html	etag:%2238484-6655a0e4-854a5f78e72f31a4;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-pagination.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-pagination.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:54	247231/247231	---M-Z	200	added ('OK')	text/html	etag:%223c5bf-6655a0e4-dcfcb79b4eddf982;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-typography.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-typography.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
